name,ratings,date,helpful,comment,developer_comment
catherin park,3,2020-05-15,0,"미소는 O2O 서비스인 만큼, 집주인과 청소부와 커뮤니케이션을 시스템적으로 개선할 필요가 있습니다. - 청소부에게 간단한 요청 사항을 앱 내에서 전달 - 청소부와 일정 조율을 앱 내에서 진행 현재 매칭된 청소부의 기본정보 및 연락처 조차 앱 내에서 제공되지 않습니다. 스케줄 조율을 원하면, 고객센터에서는 청소부와 직접 조율하라는 기계식 안내 뿐입니다. 청소 품질에 대해서는 만족하고 있습니다. 하지만 장기적인 사용은 꺼려집니다.","Miso, Inc.2020년 5월 15일안녕하세요, chris Seo 고객님. 미소 이용에 불편을 드려서 죄송합니다. 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 어플에서 클리너님의 연락처가 제공되지 않는데, 고객센터에서는 직접 조율하라는 안내를 받으셨다고 하시니 너무나 무거운 마음입니다. 고객님의 소중한 의견은 유관 부서로 전달되어서, 시스템 변경시 진행될 시, 참고할 수 있도록 하겠습니다. 고객님의 의견을 바탕으로 더욱 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 감사합니다. 오늘도 좋은 하루 되세요 ^^"
박재원,5,2020-05-15,2,청소 잘 해주셔서 정말 감사합니다 이용하는데 있어서 정말 편리했네요 ㅎㅎ 깔끔하게 청소 잘 해주신덕분에 . 집안이 완전 달라졌네요 ㅎㅎ 너무 괜찮아서 부모님집도 한번 요청 드릴려고 합니다 . 이모님이 생활꿀팁도 종종 알려주시고 제가 말씀 안드린 부분도 꼼꼼하게 잘 청소 해주시다보니까 전 이모님 오시면 말씀만 드리고 제 개인 볼일 보러 갈 정도로 ㅎㅎ 믿고 이용중이에요 .,
박소이,5,2020-05-25,2,청소 서비스 좋네요 ~ 이용할만 했고요 . 깔끔한 청소 잘 해주셔서 자주 이용할려고 해요,"Miso, Inc.2020년 6월 1일안녕하세요, 박소이 고객님. 미소 서비스를 이용해 주셔서 감사합니다. 자주 이용하고 싶을 정도라고 칭찬해 주시니, 더 좋은 서비스로 보답하고 싶습니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다 ^_^ 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 청소가 필요할 때는 미소를 기억해주세요~ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
손보석,5,2020-05-26,2,집안이 많이 더러웠는데 미소 이용하고선 집안이 180 도로 달라졌습니다 제가 여러 군데 말씀드렸는데 귀찮을 법도 하신데 ㅎㅎ 친절히 잘 맞춰주셔서 너무 감사했고요 앞으로는 1 달에 2 회정도로 쓰는게 좋을거 같아서 정기적으로 이용해볼까 생각 중이에요 ^^ 좋은 서비스 진행해주셔서 감사합니다,
민병숙,5,2020-06-02,0,가격대가 저렴하다보니 청소하게될때면 무조건 이용하게되더라구요,
최수열,5,2020-06-03,0,어플로 원하는 시간대 예약하고 바로바로 결제할수있어서 편하네요,
임준혁,5,2020-06-04,0,미소 서비스가 좋은점이 참 많아요 ㅋㅋ 청소 잘 받고 있습니다,
김진숙,5,2020-06-13,0,앱으로 시간예약하는게 간편해서 너무 편하게 이용하고있습니다.,
가서인,5,2020-06-08,0,이정도 금액에 이정도 서비스면 완전 혜자네요 자주 이용할게요,
안순녀,5,2020-06-16,0,청소 업체 중에서 신뢰도 100 % 입니다 한번 이용해보고 나서 정기적으로 이용해야겠다 이런 생각 뿐임,
고수분,5,2020-05-30,0,나이드시고 몸이 좀 불편해 청소를 잘 못해. 이렇게 서비스를 이용하고있는데 항상 잘해주고가셔서 이렇게 리뷰도 남겨봅니다.,
배종원,5,2020-06-04,0,예상보다 청소 잘해주셨고 또 가격적인부분인도 정말 착하네요,
심정민,5,2020-06-06,0,처음해봣는데 오신분도좋구..계속정기적으로이용할려구요♡♡,
진창록,5,2020-06-08,0,미소서비스 정말 좋더라고요 이용할만 했어요 !,
김연정,5,2020-06-18,0,저희집 완전 탈바꿈 했습니다 ㅋㅋ 청소 및 정리 제일 완벽 합니다,
고정운,5,2020-06-21,0,어플로 예약을 간편하게하다보니까 굉장히 좋네요.,
박주상,5,2020-04-18,2,"여기 미소 평가가 좋아서 이모님 해주시는 청소를 처음 이용해보았습니다. 요청사항이 여러 개 있었는데도 불구하고, 이모님께서 정말 꼼꼼하게 청소해주셨습니다. 집이 깨끗하니 기분이 참 좋네요... 진짜 제가 직접 하는 청소와 확연히 틀리네요. 가성비가 좋아서 다음에도 계속 이용할 것 같습니다. 다음에도 깨끗하게 청소해주시면 좋겠어요... 이모님 감사드립니다 !!","Miso, Inc.2020년 4월 22일안녕하세요, 박주상 고객님. 확연히 다른 청소 서비스, 미소 입니다. :)  저희 미소를 이용해 주셔서 감사합니다. 깨끗한 집에서 생활하면 기분이 상쾌하지요 ^^ 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 저희는 고객님의 생활을 더 편하고, 더 쉽게 만들기 위해서 오늘도 노력하고 있습으니 추후 청소가 필요할 때는 다시 미소를 찾아 주세요. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
김하루,5,2020-05-27,2,미소 떄문에 청소 잘 받았습니다 자주 이용할거 같아요,
성현조,5,2020-06-01,0,그냥 써보세요 ㅎㅎ 금액도 적당하고 상당히 . 서비스 좋아요,
주경민,5,2020-06-02,0,상당히 빠른시간에 청소가 끝나고 정말 편하네요,
이재선,5,2020-06-09,0,청소는 미소가 가장 잘 해주시네요 ㅎㅎ 믿고 사용중입니다,
jungae Kim,5,2020-06-10,0,결제 카드 등록 해놓으면 끝나니까 좋네요 ^^ 앞으로 정기적으로 이용해볼려고요,
남형우,5,2020-06-09,0,마무리가 완벽 하네요 청소 오시면 전 다른 용무 보러 나가고 있고요 그정도로 여기 엄청 신뢰 하고 있어요,
ᄏᄏ잠똘TV,5,2020-06-16,0,청소 하는 업체 바꿨어요 ㅋ 미소로 바꿨는데요 너무 만족 스럽네요,
배성호,5,2020-05-28,2,미소 떄문에 청소 잘 받은 회원입니다 ㅎㅎ 자주자주 이용할게요,
도훈김,5,2020-06-07,0,어플로 시간예약이 간단하게 할수있어서 좋네요.,
우주형,5,2020-06-07,0,서비스 처음이용해봤는데 안내해드리고 어렵지않게 이용할수있네요,
강선영,4,2020-04-28,1,다 좋은데.. 컵 깨진 부분에 대해서 변상관련해서 아무 말씀도 없고 미결제에 대한 부분만 계속 연락오고 좀그렇네요,"Miso, Inc.2020년 4월 29일안녕하세요, 강선영 고객님. 미소 이용에 불편을 드려서 죄송합니다. 고객님의 불편 사항을 바로 도와 드리고 싶으나, 플레이스토어 특성상 고객님 정보가 확인되지 않습니다. 번거로우시겠지만 미소 어플의 실시간 문의로 고객님 성함, 핸드폰 번호 및 사안을 전달해주시면, 확인 도와 드리도록 하겠습니다. 불편에 다시 한 번 사과 드리며 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다 :)"
오윤정,5,2020-06-06,0,청소를 잘해주시다보니까 . 이용할만했어요 개인적으로는 맞벌이 부부라던지 자취생들이쓰기 좋은거 같아요,
최대준,5,2020-06-09,0,이모님께서 정말 친절 하시다보니까 ㅎ 청소 맡기고 전 따로 다른일 보러 가기 상당히 좋네요 . 신뢰적이지 않으면 제가 다른일 보러 가기 좀 그런데 ㅠ 미소는 2 ~ 3 번 이용해보니까 확실히 다른업체랑 틀리게 잘 해주시니까 저도 제 용무 편하게 보고 있네요 ㅎ 주말에 시간 여유도 상당히 많이 생겼고요 집안 자체가 예전과 달리 180 도로 달라져서 ㅎㅎ 매번 믿고 청소 맡기고 있습니다,
욱일정,5,2020-06-19,0,지인덕분에 알게 되어 쓰고 있는데요 . 청소 잘 해주시거니와 이런저런 생활 팁을 알려주셔서 ㅎㅎ 도움이 많이 되네요,
손진숙,5,2020-05-17,2,아는 지인분들에게 소개해준 어플입니다. 총 3 군데 이용해봤는데 미소가 비용대비 청소상태도 제일 좋았습니다.,
박석호,5,2020-06-16,0,금액도 적당 하고 서비스도 너무 마음에 듬,
이케빈,5,2020-06-20,0,미소가 잘 해주시긴 하네요 이모님도 전문가라 꼼꼼히 잘 청소 해주시고요,
국진희,5,2020-06-21,0,벌써 이용을 총 3 회 이상했는데 단한번도 기분이 안좋았던적이없네요 엄청 친절한건 덤인듯합니다.,
주세동,5,2020-06-17,0,기존업체 바꾸고 미소 쓰는데요 만족감 100% 이네요 ^^ 결제 방법도 간편하고 괜찮더라고요,
남자김민종,5,2020-06-21,0,예약 바로바로 할수있어서 상당히 편합니다.,
토끼,5,2020-04-26,1,두어번 사용해봤는데 클리너님들 시간약속도 잘 지켜주시고 청소도 부탁드린거 외에 다른곳들도 너무 깔끔하게 잘 해주셔서ㅠ매우 만족합니다. 미소 앱만 이용할게요 ^^!,"Miso, Inc.2020년 4월 28일안녕하세요, 토끼 고객님. 미소를 이용해 주셔서 감사합니다. :)  미소 서비스에 만족하시고, 미소 어플만 이용하겠다고 이렇게 말씀주시니, 저희는 고객님의 사랑에 더 좋은 서비스로 찾아 뵙고 싶은 마음 뿐 입니다. 미소는 시간제 생활 청소 서비스를 제공하기 때문에 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다하고 있습니다. 고객님에게 칭찬받은 오늘에 안주하지 않고, 더 좋은 서비스를 위해 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
이현행,5,2020-06-03,0,딱히 신경쓸것없이 청소할곳 말씀드려놓으면 딱끝내놓으시더라구요,
강하늘,3,2020-05-29,0,앱에서 사전에 요구사항 청취가 되면 좋겠습니다.,"Miso, Inc.2020년 6월 1일안녕하세요, 강하늘 고객님. 미소 이용에 불편을 드려서 죄송합니다. 고객님의 편의를 위해서 어플은 최대한 간편하게 구성되어 있습니다. 서비스 관련 요청 사항이나 문의 사항 있으시면, 미소 어플의 실시간문의로 사전에 가능 여부 확인 부탁 드립니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해서 더욱 노력하는 미소가 되도록 하겠습니다. ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 피드백 감사합니다 ^_^"
c jj,5,2020-06-11,0,생활 밀착 플랫폼중 가장 괜찮더라고요 이용할 만 헀네요,
Yebin Hong,5,2020-06-17,0,와 진짜 집 쓰레기였는데....너무 잘 해주셨어요...자주 이용할게여,
고고영우,5,2020-06-18,0,이정도 금액에 이정도 퀄리티로 청소 해주시다니 완전 만족 합니다,
ChoHee Yeon,1,2020-06-21,0,앱은 괜찮은데 청소서비스 별로임. 다시 이용하고싶지 않음.,"Miso, Inc.2020년 6월 22일안녕하세요, ChoHee Yeon 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 미소에서는 고객님에게 만족스러운 경험을 선사하고자 하는데, 그러지 못했던 점 진심으로 죄송합니다. 고객님께서 저희 고객센터와 상담하신 내용 확인하였습니다. 미소 서비스를 주문 하셨을 때, 기대하신 바가 있을 텐데, 미흡한 품질로 인하여 이용에 불편을 드려서 무거운 마음입니다. 해당 클리너에게 청소 관련 피드백 및 재교육을 진행하여 이번과 같은 일이 다시 반복되지 않도록 조치할 예정입니다. 다시 한 번 사과드리며, 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내시길 바랍니다."
유은지,5,2020-05-01,2,가격도 저렴하고 카드 결제 기능이 있어서 여기만 이용중이네요 최근들어서 청소 업체 바꾼건데요 미소 만족 스럽네요 ^^,"Miso, Inc.2020년 5월 4일안녕하세요, 유은지 고객님. 만족스러운 서비스, 미소 입니다. 많은 어플 중 미소를 선택하고 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 우수한 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 그리고 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 추후 청소가 필요하시면 미소를 기억해주세요. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
이소정,5,2020-05-31,0,가격대비 진짜 저렴하게 청소 잘받았습니다.,
ㅇㅇ김,5,2020-06-13,0,ㅎㅎ 미소가 확실히 청소는 깔끔하게 잘해주시네요,
김낙순,5,2020-06-15,0,스케줄에 맞춰서 잘 와주시고 청소도 꼼꼼히 잘 해주셨어요 .,
정유나,5,2020-04-18,2,맞벌이 부부입니다 . 아무래도 청소 하는게 참 어렵고 좀 번거로웠는데 이거 알고나서 부턴 청소 시원하게 잘 받고 주말엔 편하게 쉬고있습니다 . 맞벌이 부부라 청소 하는게 참 힘들었는데 . 미소쓰고난이후로 청소 고민은 한적이 없네요 . 아이 낳고 하면 더 활용도가 높을 듯합니다 . 정기적으로 한달에 2 번씩 이용하면 딱 좋을거 같네요 ㅎㅎ 좋은 서비스 해주셔서 감사합니다,"Miso, Inc.2020년 4월 23일안녕하세요, 정유나 고객님. 청소 고민 없는 서비스, 미소 입니다. :)  퇴근하고 깨끗한 집에 들어서면 기분이 상쾌하지요~ 맞벌이 하시느라 바쁘실텐데,  미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 고객님의 기대에 부응할 수 있도록, 저희는 오늘도 최선을 다하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 추후 청소 서비스가 다시 필요하시면 미소를 기억해 주세요 ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
전세빈,5,2020-04-25,1,미소가 확실히 가성비가 좋다. 자취하는 나로써는 미소서비스 상당히 잘이용하고있습니다.,"Miso, Inc.2020년 4월 28일안녕하세요, 전세빈 고객님. 미소를 이용해 주셔서 감사합니다.  :) 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 모든 고객님께서 미소 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
강기완,5,2020-05-31,0,청소 끝마무리까지 제대로해주네요 이게 가장 신뢰가 가는부분입니다.,
이슬이,5,2020-04-17,2,청소를 워낙 잘 해주시니까 . 너무 감사합니다 ㅎㅎ 진짜 퀄리티가 남드리긴 합니다 . 청소를 잘해주시다보니까 제가 신경 안쓰고 다른일을 볼 수있어서 ㅎㅎ 너무 편했네요 . 앞으로는 한달에 2 번 정도 주기적으로 이용해볼 생각이고요 . 괜찮은 서비스라 부모님집도 신청 해드릴려고 하네요 . 아무튼 좋은 서비스 만들어주셔서 감사하고요 전 너무 만족 합니다,"Miso, Inc.2020년 4월 22일안녕하세요, 이슬이 고객님. 남다른 퀄리티의 미소 입니다.  :)  미소를 이용해 주셔서 감사합니다. 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 부모님댁에도 미소를 신청하실 고객님에게 부끄럽지 않도록 저희는 오늘도 최선을 다하고 있습니다. 정기 청소 신청은 미소 어플 혹은 미소 실시간 문의에서 신청 가능 합니다. 방문하셨던 클리너님과 정기 청소 원하시면 미소 실시간 문의로 동일 클리너님의 재방문이 가능한지 여부 확인 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. ^_^ 감사합니다 :)"
허덕순,5,2020-04-24,1,여러모로 잘 이용했네요 . 첫 이용인데 괜찮아서 좀 한달에 몇회 정도 쓸지 생각해보고 정기적으로 이용하려고요,"Miso, Inc.2020년 4월 28일안녕하세요, 허덕순 고객님. 미소를 이용해 주셔서 감사합니다. 정기 청소를 고려하실 정도로, 미소 서비스가 마음에 드셨다고 하시니, 저희도 더 좋은 서비스로 보답해야겠다는 마음뿐입니다. 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 미소 서비스를 통해서 바쁘실 고객님의 일을 덜어드릴 수 있어서 기쁩니다. 미소는 고객님의 생활을 더 편하고, 더 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 청소가 필요하실 때는 미소를 기억해 주세요. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
김태균,5,2020-06-07,0,홈클리닝 관련 서비스 많이 이용해봤는데 미소가 가장 좋더라구요,
임종명,5,2020-04-26,1,일단 기본적인 약속시간을 정말 잘준수하십니다. 그리고 딱히 요청사항없이 알아서 구역말씀드리면 잘해주시네요,"Miso, Inc.2020년 4월 29일안녕하세요, 임종명 고객님. 미소를 이용해 주셔서 감사합니다. :) 저희 미소 생활청소는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다 :)"
전병훈,5,2020-06-02,0,예약시간에 맞게 잘오셔서 구역안내해드리니 알아서 잘해주시더라구요,
김현욱,5,2020-06-03,0,예약시간에 정확히 오셔서 잘해주고가셨습니다.,
